USER,STAR,DATE,LIKE,REVIEW
기준, 1,2019-06-22,11,계속 로그인 실패라고 나옵니다. 이게 뭡니까? 다른 분들 리뷰 보고 쿠키 허용 다 확인했습니다. 캡쳐해서 고객센터에 가야 하나요??? 로그인도 안되는 앱을 왜 쓰라는 건지 이해가 안되네요. 앱을 좀 성의있게 만들었으면 합니다. 이렇게 만드실거면 앱을 삭제라도 할 수 있게 해주셨으면 합니다.
Jang Soo Choi, 1,2019-05-04,8,설정 제대로 하고도 업뎃후 로그인이 자꾸 풀려서 위젯도 잠시 후 이용하라고 계속 나오고!! 머 이리 불편한 업뎃이 있습니까? 아래 리뷰 답변보니 유선으로 연락하라던데 업데이트 제대로 안했으면서 고객센터근무하는분들한테 책임 떠넘기는건지! 다시 예전으로 돌려우세요.
윤정이, 1,2019-03-30,13,업데이트하고 짜증이 엄청 나네요~다회선 사용중인데 위젯에 왜 대표번호꺼로만 나오나요~검색해서 찾으니 전체메뉴에서 앱설정으로 설정하라는데 그놈의 전체메뉴는 어딜 들어가는건가요~아~진짜 왜 이따위로 업데이트를 합니까?잘쓰던 기능도 못하고 힘들게~
Google 사용자, 1,2019-03-28,9,"갤럭시 S8 사용자인데, 업데이트 이후로 모바일T월드 앱 아이콘이 핸드폰에서 사라졌고(삭제 안했음), 위젯 설정도 못합니다. 플레이스토어에 검색해 들어와서 '열기'를 하는 상황이네요. 지속히 해결해주세요"
박동현, 3,2019-04-30,3,갤럭시 A7(2917)을 쓰는데 이번 업뎃후 정상 실행이 안됩니다. 전원을 껏다켠후처음 한번은 실행되는데 그 이후에는 네트웍연결이 안되었다거나 서비스접속이 원활하지 못하다며 앱및 위젯이 실행되지않아 매우 불편합니다. 확인및 조속 개선 요청합니다.
아아, 1,2019-07-03,1,로그인도 잘 안되고 본인인증하려고 pass앱 사용하려는데 자동으로 열리질 않아서 재실행하기 버튼 눌렀더니 플레이스토어 다운로드창만 뜨네요 pass앱이 분명 다운로드되어 있고 업데이트도 다 되어있는데요... 플레이스토어 창에서 실행하기 누르고 본인인증해도 이 T world앱에서 pass 본인인증한 게 연동되질 않아요 티멤버십 가입하고 싶습니다 pass앱 열리게 해주세요...
이지연, 2,2019-06-27,3,업데이트 로그인 오류가 종종 뜨네요. 여러차례 로그인을 클릭해도 로그인 실패로 나와 몇번을 다시 해야 겨우 로그인이 됩니다. 잘 사용하고 있었는데 지난번 업데이트 이후 그러네요. 갤럭시 노트 8 사용자입니다.
흑곰, 4,2018-11-12,0,겔럭시 s9+에서 위젯 실행이 않됩니다. ㅡ배터리 절전모드해제 ㅡ애플리케이션 에서 백그라운드 사용ON 데이터세이버ON 여기까지 바꿔놓았는데 인터넷 연결후 다시실행 해 주세요. 이런문구만 계속나오고 실행이 않됩니다.
잘살아보세, 3,2019-06-25,3,예전에는 사용에 문제가 없었는데 앱이 업데이트 된 이후부터 위젯과 어플에서 로그인이 자주풀리고 재접속도 10번이상 시도하게 불편해졌음. 위젯에서 잔여량을 보려고 할때마다 새로 로그인해야해서 간편확인하는 위젯의 기능을 상실함.
서정욱, 1,2019-06-26,0,기존의 편한 점을 없애버린 불편한 앱 여기 써 있는데로 인터넷설정도 하고 연결한 결과 예전앱은 데이타 와이파이 상관없이 로그인이 잘 됐었는데 최신앱은 와이파이에서는 열번 로그인 시도하면 1번 될까 말까하고 와이파이 끄고 데이타로 로그인 시도하면 바로됨.
오늘도맑음, 1,2019-06-01,3,데이터 위젯 원래대로 돌려놔주세요 예전껀 원하는 항목별로 클릭해두면 그것부터 사용대고 남은 용량도 정확히 기재되었는데 지금은 설정은 위젯설정들어가야하고 그것도 내가 클릭해둔거와 상관없이 임의대로?깍임 데이터잔량힉인은 메인화면서 확인해야하고 뭡니까 개불편 그리고 가족나눔데이터 이거찾다가 폰 던질뻔 아직도 못찾고 있음 사용자 입장에서 편리해야하는거 아닌가요?? 기본데이터 먼저 깍이라고 클릭해두고 쓰고있는데도 클릭안한 선물데이터가 깍이고있고 예전버전은 내가 원하는 목록을 2개든 3개든 선택클릭가능했는데 왜 대체 하나 or전체만 가능하게 해둔건가요??? 아흐 답답해짐 쓰기가 ㅠ
pharrell ko, 1,2020-11-25,0,죄송하단말 듣기싫으니 굳이 안하셔도되구요 유선으로 판촉행사해서 유선으로 가입은되고 해지시 대리점 방문이나 서류 로 팩스만드는건 국가에서 정한 법률입니까?? 회사내규는 당신네들 직원들한테나 부리세요. 가입해주면 고객이고 해지하면 바쁜사람 시간내서 방문하라는건 호구로 본다는거에요. 돈 다빨아먹었으니까 맞죠? 그리고 같은번호로 계속쓰고 통신사만 갈아탔으면 sk에 미납된거 문자로 알러주든가 해야지 안쓰던 요금 납부했습니다. 이건 제 불찰도있으니 별말안하는데 sk이용안한다고 나몰라라 하지마세요. 퇴근시간에가서 대리점 들리는거 짜증나니까요 언제까지 통신사 1위하늠지 볼게요 . 그리고 아래댓글죄다 평점1점이 주인데 어떻게 4점이나옵니까? 진짜알다가도 모르겠네
정승아, 1,2020-09-26,49,오늘 부터 갑자기 티월드 에러 나서 접속이 안돼네요. 아빠폰도 제폰도요. 기종이다르고요. 로그인 에러 1003 뜨고요. 로그아웃 시도 해도 5106떠요. 새로 앱을 깔아도 그렇구요. 앱 에러 얼른 고쳐 주세요. 불편합니다. 데이터량 일일이 인터넷으로 로그인 해야하네요.
화이팅ᆞ화이팅, 1,2019-10-06,11,"로그인이 안됩니다. 쿠키사용 허용하라해서 했는데도 로그인하려할때마다 자꾸 생체인식하라고 뜨네요. 지문인식해도 인증세션이 만료되었다고 다시하라하고, 지문인식 안하고 로그인하려해도 같은 경고창이 떠서 아예 로그인자체를 할 수가 없어요. 어떻게 해야 하나요"
sungeun Lee, 1,2019-06-15,12,"나진짜 귀찮아서 리뷰안쓰는데 업뎃을 사용자편하게 해야하는게 기본아닌가요? 아이디,모델명,캡쳐 이런거해서 언제 다시문의해요? 문의안하게 잘만들었어야지 답글에 정보자세히적어서 문의하라고만 댓글다시는게 정말 무성의해보이시네요.(타댓글들) 내가 컴맹인가 고민하게만드는 어플은또 첨보네요 불편해요 전체적으로 다!! 좀어떻게해봐요 로그아웃,로긴은 어떻게하는겁니까 당췌 별한개도 못빼나요?"
kyung hee yang, 2,2019-05-30,1,업데이트이후 핸드폰에서 티월드 아이콘이 사라졌습니다. 전체어플보이는곳에도 안보이고 삭제 후 다시 깔아보려고 해도 삭제가 안되니 방법이 없네요. 사용할때마다 플레이스토어 검색해서 들어오기 불편한 상황인데 어떻게 해야 다시 어플아이콘이 생성되나요?
Nick Wilde, 1,2020-07-31,0,"별로고 돈내기 싫어요. 전 제 돈을 아끼고 진짜 소중하게 여기는 사람이거든요. 제 요금을 마음대로 가지고 가시면 안됩니다. 데이터 사용량을 계속 지속적으로 확인해야 되서 골지아파요. 돈을 버는데도 너무 많이 가져갈까봐 완전 우려되고 전 또 에스버거 신드롬이 있어서 제 돈이 날라가지 않았으면 해요. 전 직업이 없지만, 여기서 일하는 사람들이 막 갔다가 훔치듯히 남의 돈 몽땅 다 가져가려고 해서 저 완전 화가 많이나요. 제 돈을 가져갈거면 조금만 가져가요. 알겠어요? 😡😠😡😠"
서진아, 1,2019-06-12,2,바뀐버전 적용하고부터 인증번호가 오지를않아서 뭘 할수가없네요.인증번호가발송되었습니다.라고 뜨긴하는데안와요. 114랑통화도 많이하고 통화시간도 아까운데 해결도안되고.더구나 통화가능시간은 내근무시간과 겹침. 앱제거도안되니 지우고깔수도없고.. 버전바뀌기전에는 아~~무런문제가없었는데..강제로버전바꾸게 하지 말고 선택할수있게 좀해줘요.
데이노, 1,2019-04-09,0,kt는 실시간으로 데이터 사용량이 주는게 카운트가 됐는데 skt는 어떻게 된게 저언혀 실시간이 아니네요;; 아무리 데이터를 막써봐도 계속 데이터가 똑같은 량이 있다고 뜨니.. 잔여 데이터 조회의 의미가 없잖아요;; ㅠ 새로 고침해도 값이 계속 같으니까 하는 말이 아닐까요.. ㅎㅎ..
앵앵, 1,2019-04-29,2,"위젯관련.. 12시간,24시간,수동 이렇게 되있어서 12시간을 해놨는데 자동으로12시간이 되면 바뀐 내 사용량이 떠야 하잖아요 근데 서비스가 원활하지 않습니다 잠시후 다시 이용해달라니요;;; 내가 수동으로 해놨음 수동으로 그때그때 새로고침 누름된다 치는데 전 12시간 간격으로 되게끔 해놨는데 그시간이 되면 저런 문구가 뜨는데 어쩔까요? SK에 저나해서 문의해야되나여? 다른통신사로 갈아탄다고 저나해야되나요? 한두번이 아니고 지금 계속 그러기때문에 말을 해야겠다 싶어서 리뷰쓰네여ㅡㅡ 이 귀찮은걸.. 오죽하면 내가 쓰겠습니까. 빠른 개선 부탁드립니다.ㅡㅡ!"
루나, 1,2020-08-01,52,"어제까지는 사용하는데 무리가 없었는데 오늘부터는 앱 접속 자체가 안되다가 겨우 화면 넘어가서 로그인하려고하면 에러코드 뜨면서 로그인이 안되요 앱 자체도 접속이 너무 불안정하고요 아래 리뷰에 답글 달아주신거처럼 업데이트 삭제, 캐시/데이터 삭제 후 다시 업데이트 해도 똑같이 안되는데 이거 어떻게 해야하나요?"
Enoch Kim, 1,2019-07-12,2,도무지 이해가 안가서 그러는데 인터넷하고 티비 요금보려면 회선변경하게 해놓은건 귀찮아하고 불편하라고 해놓은건가요? 별거아닌걸로 엄청 불편하게 해놨네요. 돈받고 이런거 만들텐데 써보기는 하는건지 궁금하네요 한화면에 핸드폰 인터넷 티비 전화요금까지 쭉 나오게하면될텐데 이걸 번거롭게 눌러서 변경해서 확인하게 만들다니. 그럴거면 따로 인터넷티비전화요금 확인하는 어플을 만들던가요. 일부러 불편하라고 만드는것 같아요.
김민경, 1,2019-06-27,0,"제 데이터 잔량, 사용요금 다 뜨면서 데이터 나눔 하려니까 계속 로그인하라고 기존 아이디만 뜨고 정작 로그인이 안되면 어쩌라는거죠? 하루이틀도 아니고 계속 이모양이니 짜증나네요. 도대체 무슨 업뎃을 하신건가요"
jinwoo han, 1,2019-03-29,2,이번 업뎃 5.0 한후 제일 유용한 위젯 2X1는 없어지고. 가족나눔데이터를 쓰려고 메뉴를 찾는데 복잡하게 안쪽에 숨겨놓아 한참 걸렸네요. 숨긴 의도가 있어보이고 자료검색에서 찾아도 엉뚱한 루트를 안내해 놓고 이건 횡포수준입니다.
파랑파랑, 1,2020-07-01,41,아니... 무슨 로그인 안된다니까 답장으로 어플 종료하고 다시 로그인하라는 말이 나와요? 어떤 사람이 하루종일 어플을 키고 다녀요? 항상 어플종료 시키는데... 핸드폰껐다가 켜도 로그인 안되고 어플 삭제했다가 다시 업데이트해도 로그인 안되요. 다른곳을 통해서는 로그인 되는데 이 앱이랑 t멤버쉽만 로그인이 안되요. 운영진이 직접 확인을 하고 고치세요. 제발 ... 멤버쉽이 있는데 쓰질 못하면 뭐하러 있는거에요. 진짜... 다른 사람들 다 안된다는데 제발좀 고치세요 ㅡㅡ
태조, 1,2019-05-29,31,기존버전사용하다가 서비스종료됐다고해서 업데이트했는데 일다 앱이 무거운지 로딩간에 딜레이가 심하네요. 그리고 2인 가족등록해서 500M데이터 나눔해서 쓸수있는데 어디있는지 못찿겠어요. 위젯설정하는건 또 어디있고요. 바꿨으면 더 편리해져야하는데 무겁고 찾기힘들고 짜증납니다.에혀.
Viola Violet, 1,2019-05-10,58,"고객 사용버전 확인이 의미가 있나요 제 주변 ios, and 불문하고 오류투성이로 난린데. 명백한 버그네요. qa없이 배포한 수준. 다들 기본앱이니 못지우고 쓰고, 여기까지 와서 덜 적어 그렇지 난리도 아닙니다. 새로고침 안되는 사용량 위젯이라니. 새로고침마다 자동로그인이 풀려버리나보네요. 사내 부서면 시말서각이고 외주준거면 손해배상각인 수준입니다. 어떻게 이 지경인걸 배포하나요. 앱자체가 유료는 아니지만 매달 비싼 요금 내면서 쓰는 skt에서 제공하는 서비스니 유료앱이나 마찬가진데. 오류야 날수도 있다지만 앱내 어떤 사과문 팝업도, 하다못해 여기 업데이트 노트에도 오류 관련 아무 얘기도 없다니. 원활한 사용을 위해? 이런 오류가 있다면-이라고 정확히 써줘도 어려워서 못할 사람은 못할마당에 두루뭉술하게 쓰셨네요.불편드려 죄송하다 한줄쓰면 오류 대대적으로 인정하는 셈이라 안되겠나요? 기본앱의 기본값이랑 충돌이면 어쩌자는건지. 늘 편하게 고맙게 잘 썼는데 이번 업뎃은 너무 실망입니다"
여김정아, 1,2021-04-07,0,열리지 않는 경우 잦음
Bo Gyun Kim, 2,2019-03-28,0,이전 버전은 가족 공유 데이터가 첫화면에서 바로 보여줘서 좋았는데 지금은 그래프로만 나와 정확한 데이터를 알스 없어 한번 더 진입해야되서 Depth 가 깊어졌네요 파이 그래프에서 내 데이터와 가족에게 공유한 데이터가 구분되서 표시되었으면 좋겠습니다.
Navi, 3,2019-05-24,0,t world 위젯 1×1(2×1)에서도 [데이터 수동세팅버튼] 만들어주시면 감사하겠습니다. 오늘설치해서 편의사항은 좀더써봐야 알것같네요. 앗! 위젯자체를 클릭하면 세팅되네요. 잘쓰겠습니다.
여경민, 1,2019-04-21,1,앱 업데이트 하고 소프트웨어도 최신 버전이라 문제 될 것 하나 없는데 로그인 창도 안보이고 간편 로그인 했다가 기본 로그인도 안되고 겨우 로그인 창 찾아서 로그인 하는데 기존 본인 확인 된 아이디로 로그인 떠서 눌렀더니 페이지 없음 뜨고 오류뜨고 난리나서 못해먹겠네요 앱 수정 부탁 드립니다 한 눈에 딱 안들어오고 정신없어요 로그인 창 보이는 곳에 바로 로그인 가능하게 부탁드립니다 로그인하기 눌렀더니 뭔 다른 사이트로 넘어가져서 인터넷으로 로그인해지나;;;;;;
인천 송현 초등학교 4학년4반정예현, 1,2019-06-02,2,이게 지금 뭐하자는 겁니까. 월초에 가족데이터 공유 설정 해주러 들어왔는데 접속도 안되고 어플 설치됨으로 뜨는데 이모티도 안깔려있고. . . 접속을 뭘 어떻게 하라는거야. 아이한테 데이터 공유 못하고 한달 넘어가면 당신들이 데이터 더블로 줄꺼야.  뭘 제대로 설치도 안되는 어플은 자꾸 다시 만들어서 설치하래. 돈받고 할일 없으니 자꾸 어플만 만드는거야 뭐야. . 나아지는 서비스는 쥐뿔도 없으면서.  귀찮으니까 그냥 두라고 귀찮게 되지도 않는 어플 만들지말고. . .
배재은영호, 1,2021-02-07,0,접속이 안되네요 첫화면에서 넘어가지를 않아요 지웠다 깔아도 마찬가지입니다 한참 있으니 화면이 깨져서 나오네요
강대영, 1,2019-03-01,9,이번 업데이트로 인해 sms 필수권한이 제거되면서 인증번호 자동입력이 안되요.. 개인정보 조회하거나 데이터 보낼때마다 메시지보고 일일이 쳐야되네요.. 필수권한만 제거하면되지 왜 sms권한 자체를 없애버린건지.. 불편해죽겠네요 sms권한을 선택권한으로 수정해주세요
김태평한하루, 1,2019-06-21,6,"몇달내내 로그인안되요.... 그리고 분명 티월드에선 미납금액안떴었는데 전화상으로는 미납금액이있다고 그러고,. 아예제거해버리고싶은데 없애져지지도 않고. 이 어플은 왜있는거예요? 이렇게나 후기들이 최악이라고하면 좀 고치세요"
굴레빵, 1,2019-06-16,4,아니 왜 로그인이 안됩니까? 크롬들어가서 쿠키허용 되있는거까지 다 확인하고 다시 티월드 들어가도 로그인이 정상요청중입니다 이것만 계속뜨네요 일일이 간편로그인 들어갈때마다 하는거 불편해 죽겠습니다. 빨리좀 고쳐주십쇼 진짜 개빡칩니다
김수연, 1,2019-03-31,0,데이터 중심인건 알겠는데 위젯 너무한거 아닌가요? 1×1 사이즈 위젯엔 데이터만 달랑 표시되네요? 다시 예전처럼 통화량과 데이터 함께 표기해주세요. 사용자의 편의성을 무.시.한 정말 너무너무 불편한 최.악.의 업데이트 입니다.
JIDOL 4Medela, 1,2020-07-21,76,"저 뿐만의 문제가 아닌 것 같지만, 로그인이 안 됩니다. T월드, T멤버십뿐만 아니라 T아이디로 로그인하는 모든 어플에 로그인할 수 없습니다. 덕분에 웨이브와 11번가를 사용하지 못하고 있습니다. PC와 모바일 웹브라우저에서는 정상적으로 로그인됩니다. 그래도 모바일 웹브라우저에서는 웨이브 영상이 재생이 안 되므로 일없이 돈만 나가는 형편입니다. LG V50s 안드로이드10 사용중이며 기본 웹브라우저는 웨일이고 쿠키허용, 앱설정에서 데이터, 파일삭제 후 재설치 모두 해보았습니다. 반면 LG Q8, 안드로이드 9버전을 쓰는 세컨폰은 11번가, 웨이브까지 모두 로그인 됩니다. 제 눈에도 보이는걸 오류가 하루이틀도 아니고 아직까지도 원인을 파악 못하셨을것 같진 않은데 어차피 근본적인 문제가 해결되기 전까지는 피차 불편할 것으로 예상되므로 별 소용없는 댓글은 달아주시지 않아도 되고, 해당부서에서 참고나 하시라고 리뷰 달아봅니다."
김선수, 1,2019-07-06,10,여러 차례에 거쳐 SKB 와이파이 환경에서 t월드 로그인이 안되어 위젯 새로고침 오류로 고객센터와 몇회 통화와 오류데이터를 제공했지만 끝내 개선이 되지 않아 포기하고 있었는데 7월5일 새벽에 시스템점검 이후로 문제가 되었던 앱로그인과 위젯 새로고침이 정상화 되었네요. 잘 좀 합시다.
Mina, 1,2020-07-27,55,로그인 안됩니다. 인증세션 만료로 로그인 안된다는 사람이 이렇게 많은데 하나같이.답변은 그런일 없다니요 참 우습네요. 저도 티멤버십과 티월드만 모바일 로그인 안됩니다. 컴퓨터로는 되구요. 로그인 이슈가 없다는 말 하시기 전에 문제점을 찾아보세요.
E J SHIM, 3,2019-03-30,0,SKT다회선 이용자입니다. 업데이트 이후 잔여데이터 확인 위젯이 대표번호 데이터만 확인할 수 있어 너무 불편합니다. 앱 내에서 회선번호를 변경해도 위젯에서는 계속해서 대표번호 잔여 데이터만 나옵니다. 신속한 재업데이트 부탁드립니다.
Y L, 3,2019-09-13,15,단기데이터 쿠폰 구매하려고 하는데 카드선택하고 isp 페이백으로 안 넘어가요. 결제창이 떠야하는데 isp 플레이스토어로 연결됩니다. 이 앱이랑 isp 둘 다 최신 업데이트 했는데 낮부터 지금까지 안 돼요. 혹시 몰라서 다른 앱에서 똑같은 카드로 결제해봤는데 그건 바로 결제창이 뜨더라구요.
뚜루, 1,2019-09-07,29,데이터쿠폰 결제할 때 신용카드 결제가 안돼요. 이미 백신이 설치되어 있는데도 백신설치후에 결제하라며 결제창으로 넘어가지가 않아요. 토스계좌이체로만 결제가 되어서 이것때문에 계속 토스 설치해야되서 진짜 빡칩니다. 보안문제때문에 토스 사용하기 정말 싫은데 신용카드 결제가 안되서 매번 다운받는데 정말 불편합니다.
정동수, 1,2019-06-19,0,아니 요금결제하려고 했는데 데이터도 없구만 뭔 업데이트 다운받으라네 ;;; 그래서 플레이 스토어에서 다운 받고 있는중인데 20분째 다운중... 참고로 난 무제한요금제에 금일데이터는 다썼음 좀 빨리나 다운되게 만들던가.... 어떻게 그전보다 더 불편하게 만들어놉니까 ㅋㅋㅋㅋㅋ
박대준, 1,2019-04-24,7,"위젯 설정 기능 최악, 왠만하면 앱 리뷰 안하는데 티월드는 너무 하네요 위젯 잔여통화 및 데이터 뭐로 보이게 할 지 선택 가능한게 최근 업뎃 이후 안되고 있어 지속적으로 고객센터 통화, 앱으로 불편사항 신고 했는데도 개선이 안되네요 기존 있던 기능인데 왜 계속 안되는건지 직원들 역량 문제 심각한듯, 이렇게 업뎃하는 앱은 안써야할듯 하네요 별 반개도 아까움"
김용술, 2,2019-04-15,1,노트9 파이 프로그램 사용하고 있는데 동일 명의 두 회선을 사용중인데 한회선은 저/다른회선은 집사람이 쓰고 있는데 위젯에 데이타랑 사용량이 회선별로 확인은 되는데 설정이 않됩니다. 한회선에서 설정하면 다른회선 에서도 똑 같이 설정이되네요. 각.각회선에서 별도로 설정하여 사용 가능하도록 해주세요.불편합니다.
강연태, 1,2019-04-04,1,"업뎃이후 위젯이 안뜹니다. 도돌런처 사용중인데, 업뎃이후 1×1위젯 추가해도 홈화면에 정상 추가가 안되네요. 호환성 문제인지 앱자체 오류인지 모르겠지만 업데이트 할거면 제대로 검증이 필요할듯 하네요. skt고객으로 너무 불편한 부분입니다."
NEMO, 1,2020-09-01,36,열심히 결제하려고 공인인증서 갱신하고 계좌번호누르고 공인인증서 비밀번호 다 치고났더니 계좌결제 이용시간 02시~23시라고요? ㅋㅋㅋㅋㅋ 이용시간 아닐때 계좌결제 누르면 미리 팝업이라도 뜨게 하던가. 다 해놓으니 안된다고 하네ㅋㅋㅋ 뭣같이도 만들어 놓으셨네요. 최적화도 잘 안되서 터치감도 반응도 구린 앱이 왜 평점이 4점인지 도통 모르겠네요.
EASTRO, 3,2019-06-06,0,분명히 전 달까지는 바탕화면 잔여데이터량 위젯보면/ 기본제공데이터2 0한동1 해서 3기가 정상표시됬었는데/ 며칠전부터보니까 분명히 위젯설정에도 합산데이터로 설정되어있는데/ 총합이 2기가로 표시됩니다/ 0한동데이터가 포함이안되는데/ 해결방법좀요
곽햇님, 3,2019-08-14,1,미드를 많이보니 속도가 느려져서 몇천원 더내고 백기가로 요금제변경했는데..똑같습니다...글자를 써도 나중에야 오타식으로 써지고..ㅠㅠ기가도83기가 남았는데 뭐죠? 속도가 변함이 없는데요?
현현상, 4,2020-05-12,24,"피드백좀 전해주시면 좋겠습니다. 고령의 부모님께서 데이터를 확인하고 싶어하셔서 홈 화면에 남은 데이터 확인 위젯을 띄워드렸는데, 이게 어플이 업뎃할때마다 인지는 모르겠지만 자동 로그인이 종종 풀려 데이터 확인을 못해 골치아파하십니다. 종종 자동 로그인 좀 안풀리게 해주십시오."
